0.86538,1,1,0,1,0,1,0,1,0.45419
0.86538,1,1,0,1,0.30421,1,0,1,0.50498
0.86538,1,1,0,1,0,1,0,1,0.54363
0.86538,1,1,0,1,0.25669,1,0,1,0.97049
0.86538,1,1,0,1,0.17336,1,0,1,0.91333
0.86538,1,1,0,1,0.63526,1,0,1,0.46589
0.86538,1,1,0,1,0.26283,1,0,1,0.64948
0.86538,1,1,0,1,0,1,0,1,0.4577
0.86538,1,1,0,1,0.1753,1,0,1,0.78602
0.86538,1,1,0,1,0.083783,1,0,1,0.41112
0.86538,1,1,0,1,0.1473,1,0,1,0.73068
0.86538,1,1,0,1,0.11206,1,0,1,0.42797
0.86538,1,1,0,1,0.38034,1,0,1,0.43356
0.86538,1,1,0,1,0.25084,1,0,1,0.54993
0.86538,1,1,0,1,0,1,0,1,0.43001
0.86538,1,1,0,1,0.35056,1,0,1,0.77123
0.86538,1,1,0,1,0.089551,1,0,1,0.62938
0.86538,1,1,0,1,0.085123,1,0,1,0.51615
0.86538,1,1,0,1,0.083794,1,0,1,0.51701
0.86538,1,1,0,1,0,1,0,1,0.61456
0.86538,1,1,0,1,0,1,0,1,0.48668
0.86538,1,1,0,1,0.2262,1,0,1,0.60163
0.86538,1,1,0,1,0.032371,1,0,1,0.74122
0.86538,1,1,0,1,0.17006,1,0,1,0.80956
0.86538,1,1,0,1,0,1,0,1,0.49442
0.86538,1,1,0,1,0.1303,1,0,1,0.57538
0.86538,1,1,0,1,0.10334,1,0,1,0.78018
0.86538,1,1,0,1,0.22511,1,0,1,0.93671
0.86538,1,1,0,1,0.028093,1,0,1,0.47515
0.86538,1,1,0,1,0.19277,1,0,1,0.62389
0.86538,1,1,0,1,0.44743,1,0,1,0.7075
0.86538,1,1,0,1,0,1,0,1,0.39154
0.86538,1,1,0,1,0.21402,1,0,1,0.46608
0.86538,1,1,0,1,0,1,0,1,0.33447
0.86538,1,1,0,1,0.2152,1,0,1,0.7761
0.86538,1,1,0,1,0,1,0,1,0.46797
0.86538,1,1,0,1,0.11351,1,0,1,0.49988
0.86538,1,1,0,1,0,1,0,1,0.24795
0.86538,1,1,0,1,0.14822,1,0,1,0.48241
0.86538,1,1,0,1,0.47449,1,0,1,0.66672
0.86538,1,1,0,1,0.57654,1,0,1,0.63328
0.86538,1,1,0,1,0,1,0,1,0.42783
0.86538,1,1,0,1,0,1,0,1,0.57034
0.86538,1,1,0,1,0,1,0,1,0.47622
