-0.44491127,-0.25171039,0.18197627,-0.2337618,-0.26463878,-0.17360926,-0.44546673,-0.16299818,-0.24181868,0.051418968,-0.52602535,-0.0158498,-0.2173326,0.13076678,0.051788032,-0.013589867,-0.31759575,0.18108723,-0.025414145,-0.01210942
0.35522625,0.00758865,-0.34289348,0.20318793,0.11310557,-0.11593087,-0.0708778,0.20263824,-0.09826663,0.19202977,0.10178058,-0.033921003,0.17060518,-0.26947287,-0.0030679062,-0.15593822,0.20933609,-0.43143016,0.37495834,-0.24433771
-0.005588535,0.27402306,0.007478687,-0.102057874,-0.33623224,-0.27014455,-0.1090449,-0.2372253,0.29496193,0.07122285,-0.2507402,0.25315008,0.25787905,0.29380208,0.087349586,-0.13985872,0.036775034,-0.36189723,0.018563466,-0.3309077
0.043606423,0.09798793,0.16451614,-0.083613895,-0.06811961,-0.25124612,0.2780039,-0.087951146,0.18343168,0.14494471,-0.0028303924,0.015664376,-0.16574854,0.16852869,-0.045563385,0.08469621,0.020033626,-0.45085967,0.09602013,-0.22643648
-0.18809682,-0.029168146,0.062568225,-0.4392158,0.21684399,0.027372615,-0.07946289,0.06622905,0.021237845,-0.33967295,0.0911707,0.18645443,0.07701345,-0.25521746,-0.08811966,-0.17341587,0.092292294,-0.09148696,0.08940311,-0.14837639
0.12810606,0.3284229,-0.1279963,-0.20310521,0.3049586,-0.12245491,-0.18208762,0.01959394,0.12087267,0.46584624,-0.2558974,0.40363365,0.078335285,0.3048175,-0.11647385,-0.26402244,-0.085374825,-0.43193507,-0.37929657,-0.061591107
-0.05086743,0.108728796,0.07624644,0.062164024,0.10606595,0.013171765,0.20108089,0.24289446,0.09576029,0.069744915,-0.31890565,-0.27111945,-0.057537396,-0.25850242,-0.28241476,-0.08631815,-0.22894664,-0.33129543,0.04907994,-0.12801552
-0.08927762,-0.064599305,-0.32566985,-0.15347321,-0.15033525,-0.0400442,0.2731696,0.43605155,-0.067640714,0.08136837,0.15022847,-0.31333405,0.3677293,0.13108107,0.0036052049,-0.21979061,-0.16195342,-0.036413644,-0.12544467,0.16628352
0.060733795,0.33799753,-0.38657498,0.13850762,-0.05077337,0.07700932,0.22886796,0.08263141,0.2817917,0.015879203,0.15725696,-0.205059,0.25574487,-0.12342232,-0.032796763,-0.3873427,-0.24802843,-0.08471536,-0.006612765,-0.01986382
-0.28159708,0.03382821,0.34583554,-0.35368425,-0.11572007,-0.04168613,-0.22664586,-0.3140173,-0.044219825,-0.20245603,-0.34484252,0.27588886,0.07743701,-0.26676312,-0.2768841,-0.3042042,-0.10136329,0.22341694,0.006355357,-0.22109774
0.11783876,0.041860458,-0.4380575,-0.28711516,-0.25030947,-0.37335178,0.22497655,0.16899453,0.11608739,-0.33835256,-0.43588185,-0.102364905,0.037536535,0.023259388,-0.027242508,-0.375371,-0.059006605,-0.43824428,0.041273445,-0.13922022
0.11309827,-0.18495567,-0.2907387,-0.16651087,-0.48915935,-0.08571231,-0.46356973,0.33073473,0.2083682,0.03398245,-0.0007870109,-0.124312796,0.17777222,0.009971881,-0.21226226,-0.16491276,0.12590985,-0.1663381,0.29326126,-0.2191514
-0.110757224,0.2297551,-0.14704856,-0.2366068,-0.39474043,0.48211342,0.2435641,0.045510624,-0.39357632,-0.009937468,-0.43421048,0.16171409,0.43717757,0.10958233,0.3513662,-0.08920695,-0.0047064056,-0.2680818,-0.048520487,0.37824142
0.31465104,-0.15549187,-0.3201238,-0.031177739,0.012543938,-0.028172875,0.4048288,-0.031867366,0.0652746,-0.14308932,0.3376378,-0.00024889875,-0.19552925,0.24428886,0.09268437,-0.14253639,0.3007591,0.4041901,-0.18495138,-0.12427497
-0.42449552,-0.18034527,-0.088610806,-0.18218099,-0.08721932,-0.27311885,0.15700655,-0.16802874,0.13006257,0.04984859,-0.2429968,0.25913683,-0.105721846,0.44650692,0.31833142,0.07876517,0.092276804,-0.24167055,0.101387665,0.48589876
0.077211626,-0.1070737,0.12657881,0.18737954,0.087008595,0.07051362,-0.2102532,0.07179361,0.10627083,-0.033168186,0.14620699,0.0587138,0.2703325,0.25977364,-0.03773782,-0.23661053,-0.0163653,0.2511795,-0.0720766,0.05737412
-0.18006055,0.11355916,-0.009198145,-0.14494264,-0.064199336,-0.017743832,-0.19467945,-0.083388105,-0.16254264,-0.13156731,-0.4107863,0.064237796,-0.22603223,0.35202652,0.4527605,0.22303262,-0.1442486,-0.31278124,0.04617669,-0.0029977276
0.1962076,0.006422201,0.15548706,0.23265108,0.32577044,0.11502579,0.38744083,-0.18394351,-0.093505025,-0.28607473,-0.056322943,-0.04623658,0.03358709,0.19496556,0.32896513,0.10172939,-0.37552667,-0.39304185,0.3624329,-0.3404143
0.29045063,-0.40601638,0.41791594,-0.026161807,-0.30940276,0.2051482,0.080341145,-0.40543872,0.32268685,-0.30386978,0.1336732,0.0672448,0.2962532,-0.38677981,-0.048584796,0.012275145,-0.046687353,-0.030926723,0.1303094,-0.26003695
0.18043803,-0.19544728,-0.0897079,-0.090952285,0.1421315,0.44185582,-0.043153517,-0.10632748,-0.06409849,0.10036941,0.055905376,-0.1833272,0.4192081,0.19865948,0.23737481,-0.2197047,-0.28283915,-0.38801336,0.32107863,0.013064597
