-0.321544,-0.24486165,0.1606296,-0.17533447,0.058498826,0.268425,0.035475425,0.053777333,-0.16098128,0.3633881,0.06528416,-0.40090358
-0.33777437,-0.064166725,0.011036894,0.036094036,0.26003975,0.37530243,-0.044305436,-0.47875607,0.38105914,-0.024533866,-0.0297567,-0.038872804
-0.043266278,-0.10681109,0.21534835,0.046613347,0.31562918,0.07513488,0.36429963,-0.211628,0.094052956,-0.28135994,-0.14520082,-0.08400759
-0.20357712,0.016339933,0.4338667,-0.16569367,-0.18078312,-0.2188454,0.041873913,-0.48007563,-0.14454176,-0.26031664,-0.5363654,0.45085523
0.010126634,-0.09922647,0.38140646,0.1684851,0.105368964,-0.1588553,-0.4302588,-0.23615165,-0.25459525,-0.40046573,0.0640984,0.015331167
0.23631634,-0.19407961,-0.49561316,0.045684602,0.123810984,-0.045387045,0.2384434,-0.44927996,0.10828649,-0.2681783,0.3741737,-0.091917716
-0.25832814,-0.50344056,0.0077512795,0.19697374,-0.33210552,0.03350686,0.052354157,0.23368825,-0.2627031,-0.42386934,0.31518507,-0.19400728
-0.17329536,0.02495227,-0.2955748,-0.008298745,-0.30279246,0.4329874,0.29647058,-0.1169366,0.40962535,-0.32660514,0.07940819,0.2536981
0.062607296,0.2827598,0.35267177,0.13320194,0.09260157,-0.07092181,-0.18442856,0.14665328,-0.19337822,-0.0052171797,0.25255808,0.16656835
-0.09079772,-0.10787461,-0.26550034,0.27859017,0.09531852,0.25676316,-0.014848643,0.22846785,0.020685403,0.08317571,-0.39233783,0.27129605
-0.1823381,0.15031055,-0.25867087,0.2369884,-0.09719187,-0.15104085,-0.12211053,0.10805072,-0.088817336,0.22888371,0.14388677,-0.106883354
0.4974053,-0.20486106,0.16248843,0.38635546,-0.13734537,0.37304536,-0.20054355,0.18407257,0.2978604,0.27022678,0.2844471,-0.40172184
-0.009236523,-0.10349747,0.095091134,-0.21280502,-0.29400724,-0.3474444,0.36226395,0.24803749,0.17561968,0.37971452,-0.30752584,0.39677522
-0.34521803,-0.37480956,-0.1520383,-0.030623961,-0.11405153,-0.2901862,-0.13244185,-0.23357114,-0.41390812,-0.18903407,-0.12854189,-0.029348942
0.21931264,0.09727292,-0.013217266,0.29231516,0.16476932,-0.0896532,0.18576197,-0.04325201,-0.20433566,-0.39715293,-0.0703852,-0.2465527
0.04948794,-0.13732797,-0.22103932,-0.11639461,-0.26017353,-0.4020152,0.06708279,0.21302299,0.48679984,0.16687115,-0.103878036,-0.32076722
0.16471736,0.0671492,-0.16245115,-0.114012934,0.22259907,-0.020027548,-0.072579876,0.23877735,0.53364277,0.04497287,-0.23069955,0.11791718
0.2306407,-0.11560768,0.0941335,-0.1459497,0.35834295,0.4186345,-0.040673226,-0.09923087,0.22716682,0.2618651,-0.33132526,0.17697161
-0.053760827,0.13167469,-0.08510713,0.15260035,0.16393813,0.23055151,-0.17945847,-0.074192,-0.22468664,0.20485322,0.15742494,0.26715845
0.53970814,-0.14253728,-0.331434,0.28588572,0.24672563,-0.050750695,-0.03666579,-0.19553794,0.27895412,-0.24101445,0.01538147,-0.14271465
