0.84169,0.63172,0.72968,0.36361,0.42314,0.1711,0.22479,0.77665,0.69941,0.87079,0.13843,0.44258,0.57878,0.23234,0.36933,0.282,0.97686,0.028241,0.71748,0.59873,0.4733,0.35991,0.11884,0.39839,0.65675,0.64208,0.43494,0.6718,0.97425,0.17445,0.80307,0.27873,0.65823,0.35447,0.06754,0.50966,0.10861,0.96963,0.71263,0.27515,0.22973,0.51398,0.19845,0.13416,0.4362,0.19576,0.66791,0.4121,0.80349,0.079508,0.64845,0.41325,0.93883,0.91628,0.35536,0.12629,0.94042,0.099123,0.79284,0.74335,0.64783,0.55624,0.64962,0.28964,0.60539,0.60474,0.4968,0.33481,0.36387,0.051842,0.80101,0.68074,0.28129,0.79766,0.047133,0.30549,0.74394,0.059608,0.88695,0.5386,0.92381,0.031336,0.21155,0.0096337,0.10484,0.44615,0.64382,0.74216,0.2947,0.12143,0.88366,0.17906,0.59031,0.45392,0.95535,0.68075,0.47382,0.73242,0.21403
0.91931,0.32938,0.88758,0.30393,0.96284,0.76011,0.74057,0.69662,0.49603,0.50154,0.95604,0.016997,0.079136,0.97854,0.90347,0.91712,0.56541,0.80697,0.27848,0.19976,0.0011929,0.83352,0.33386,0.16101,0.90566,0.658,0.65469,0.29451,0.072456,0.69368,0.08822,0.45308,0.38856,0.65991,0.75065,0.39456,0.68538,0.28733,0.80245,0.94759,0.98319,0.56808,0.48708,0.31348,0.048548,0.045434,0.6644,0.78566,0.78356,0.76796,0.019328,0.093653,0.38609,0.61146,0.43488,0.50231,0.17638,0.48103,0.95018,0.11158,0.20948,0.8953,0.98803,0.151,0.026004,0.49226,0.58276,0.56718,0.94184,0.97418,0.83889,0.90161,0.088164,0.3857,0.28731,0.61841,0.6293,0.11431,0.81952,0.067821,0.065819,0.6305,0.53122,0.030993,0.66677,0.57797,0.93472,0.49486,0.7801,0.98095,0.81393,0.76523,0.34598,0.82155,0.35236,0.2796,0.61561,0.62378,0.63821
0.13228,0.99755,0.22501,0.98332,0.71516,0.49833,0.88003,0.87628,0.049385,0.35388,0.85736,0.77591,0.37491,0.94854,0.52051,0.79062,0.97468,0.017452,0.25686,0.66484,0.24131,0.2641,0.73434,0.65589,0.45213,0.49838,0.43393,0.14193,0.45607,0.33342,0.18726,0.60055,0.86947,0.38215,0.45954,0.30921,0.4436,0.5693,0.0079717,0.4262,0.73748,0.75278,0.71203,0.20576,0.63528,0.54893,0.49062,0.9393,0.2918,0.30958,0.45743,0.2863,0.19534,0.094616,0.56942,0.34174,0.99802,0.26924,0.7766,0.92502,0.15711,0.18704,0.54385,0.52646,0.38809,0.59217,0.28872,0.52332,0.97222,0.68934,0.15171,0.52603,0.012729,0.39696,0.13049,0.20113,0.53848,0.025344,0.72096,0.52491,0.4767,0.49251,0.99705,0.95277,0.8347,0.93898,0.66742,0.8274,0.70413,0.99249,0.93922,0.32294,0.77221,0.16312,0.63789,0.52903,0.6212,0.93792,0.37294
0.92517,0.20673,0.13081,0.70343,0.57241,0.68262,0.85619,0.57826,0.13431,0.87283,0.48286,0.062324,0.041351,0.98241,0.57115,0.31651,0.050883,0.35408,0.17712,0.31208,0.42054,0.43042,0.37302,0.053269,0.87961,0.030573,0.93622,0.96384,0.073953,0.16701,0.76908,0.76062,0.17807,0.74969,0.16712,0.79083,0.84654,0.13906,0.25613,0.41508,0.4754,0.9423,0.42231,0.73271,0.10106,0.67383,0.031364,0.44872,0.33464,0.49451,0.49154,0.34693,0.45322,0.7434,0.962,0.57507,0.10791,0.1983,0.86596,0.10222,0.38177,0.41841,0.45488,0.41302,0.046492,0.098676,0.88861,0.96447,0.37566,0.36381,0.017261,0.86902,0.58076,0.20092,0.002308,0.44045,0.89028,0.10258,0.17938,0.6553,0.35185,0.81855,0.6679,0.218,0.43999,0.70943,0.97646,0.72431,0.32182,0.95347,0.24072,0.81074,0.25659,0.33283,0.61502,0.90364,0.73353,0.27025,0.11861
0.63996,0.64663,0.20789,0.40566,0.53861,0.97309,0.5913,0.62527,0.094716,0.25083,0.39067,0.46165,0.39381,0.076235,0.79697,0.72651,0.18662,0.17369,0.59072,0.62724,0.72734,0.31103,0.52549,0.08215,0.7586,0.75638,0.7114,0.55791,0.85012,0.39671,0.64786,0.32815,0.10439,0.73592,0.27488,0.11769,0.18363,0.71671,0.095633,0.77652,0.66411,0.010164,0.90219,0.84784,0.58102,0.34207,0.7024,0.11374,0.40204,0.96048,0.32721,0.58122,0.10301,0.088995,0.68998,0.72793,0.82797,0.25192,0.36022,0.92732,0.45203,0.78201,0.024236,0.14696,0.20904,0.3394,0.63151,0.47469,0.095019,0.47226,0.47501,0.073316,0.058715,0.4285,0.2173,0.48741,0.77747,0.69679,0.55425,0.52017,0.2866,0.13608,0.0071126,0.53892,0.67322,0.24885,0.97749,0.83123,0.77477,0.17053,0.58624,0.39414,0.98185,0.88583,0.2199,0.35337,0.67223,0.37741,0.49139
0.090411,0.6019,0.32987,0.083711,0.70329,0.32581,0.66085,0.1126,0.62122,0.16066,0.11492,0.57377,0.65925,0.2033,0.3796,0.55262,0.52313,0.49577,0.60231,0.35191,0.76868,0.10554,0.27568,0.56099,0.44807,0.7842,0.95739,0.20891,0.87608,0.80626,0.44218,0.94012,0.14032,0.34573,0.24905,0.54519,0.66655,0.01418,0.79758,0.17077,0.2416,0.16359,0.43919,0.51073,0.66687,0.17887,0.10691,0.93291,0.81088,0.0032004,0.41026,0.63192,0.34979,0.4397,0.71362,0.45114,0.68771,0.69981,0.89467,0.50276,0.85105,0.058764,0.068327,0.30408,0.0058484,0.89782,0.66611,0.080607,0.63348,0.91895,0.90103,0.43523,0.97484,0.32043,0.47578,0.70602,0.65583,0.59058,0.18959,0.29854,0.15282,0.20184,0.87942,0.41794,0.86216,0.68733,0.57606,0.19445,0.11454,0.0093337,0.17899,0.83772,0.7649,0.35877,0.69785,0.14956,0.14379,0.24985,0.5914
0.29539,0.36343,0.2741,0.71945,0.0098581,0.07824,0.91413,0.21871,0.26364,0.6568,0.91591,0.63642,0.5755,0.42436,0.23442,0.021917,0.63693,0.48708,0.90868,0.14983,0.26924,0.6142,0.5934,0.92262,0.61259,0.82745,0.92047,0.25128,0.25076,0.23653,0.87176,0.12174,0.32033,0.76929,0.27055,0.86177,0.53475,0.31462,0.011252,0.85614,0.96463,0.92754,0.41471,0.68295,0.52496,0.17354,0.21957,0.86693,0.62808,0.54711,0.16393,0.89302,0.87954,0.97995,0.63447,0.97947,0.95878,0.67125,0.68767,0.22925,0.53332,0.97867,0.72238,0.77502,0.81396,0.055984,0.15788,0.29479,0.36977,0.50678,0.30589,0.32487,0.68732,0.68554,0.03297,0.53089,0.075677,0.50618,0.040907,0.48267,0.34078,0.90344,0.82918,0.83292,0.52877,0.41256,0.099511,0.26677,0.56641,0.73598,0.34384,0.79397,0.37673,0.85989,0.94189,0.65323,0.48525,0.90862,0.47566
0.56076,0.13135,0.92812,0.62924,0.77177,0.8143,0.43427,0.042746,0.17105,0.25707,0.0057915,0.46473,0.97898,0.52267,0.82488,0.41432,0.35564,0.84458,0.95062,0.082392,0.032017,0.67867,0.48278,0.17005,0.71075,0.39091,0.18583,0.09399,0.5013,0.67857,0.3809,0.33067,0.80595,0.27373,0.9454,0.3732,0.47998,0.46781,0.84482,0.36734,0.27169,0.099732,0.49202,0.43469,0.073648,0.043792,0.51413,0.46928,0.15766,0.91391,0.017766,0.17383,0.21016,0.88977,0.01591,0.77616,0.50586,0.40463,0.83392,0.98817,0.062546,0.90887,0.51765,0.74318,0.96719,0.26677,0.28545,0.18584,0.67412,0.6096,0.99271,0.53073,0.27943,0.132,0.86141,0.14986,0.48202,0.94546,0.28282,0.58989,0.951,0.26752,0.51605,0.87928,0.49733,0.049138,0.33476,0.74452,0.34851,0.26653,0.61385,0.30438,0.71774,0.79597,0.79715,0.41627,0.33058,0.15307,0.05203
0.9665,0.023153,0.045236,0.062913,0.93187,0.38222,0.28242,0.45433,0.54302,0.15365,0.16843,0.077618,0.4269,0.45914,0.08275,0.036012,0.64593,0.56726,0.78691,0.74359,0.95098,0.90787,0.73719,0.13987,0.24505,0.35693,0.66602,0.67988,0.66434,0.16032,0.62362,0.54004,0.64309,0.20113,0.38648,0.35811,0.28589,0.98573,0.060153,0.64471,0.99704,0.37856,0.45918,0.22137,0.88013,0.23804,0.60032,0.49577,0.81991,0.91955,0.71932,0.80025,0.029963,0.50422,0.52926,0.19379,0.79776,0.97529,0.65849,0.20311,0.34481,0.65151,0.55132,0.43565,0.41379,0.68259,0.94744,0.59928,0.34603,0.36933,0.14152,0.69496,0.49156,0.37943,0.077557,0.10941,0.2495,0.70487,0.40092,0.66276,0.014179,0.68821,0.30965,0.68989,0.97766,0.89117,0.19164,0.41976,0.7071,0.045959,0.6564,0.86033,0.12758,0.80446,0.58241,0.76833,0.512,0.32479,0.11163
0.97446,0.40876,0.57957,0.10533,0.01419,0.60821,0.63688,0.34522,0.9387,0.27277,0.31402,0.28768,0.7912,0.61868,0.087932,0.77453,0.36707,0.16603,0.59849,0.8508,0.55069,0.75845,0.12164,0.019138,0.45549,0.33252,0.09542,0.94682,0.43674,0.41598,0.95491,0.95328,0.24069,0.042071,0.39605,0.97819,0.943,0.52105,0.19911,0.03062,0.85745,0.2983,0.64865,0.30196,0.33541,0.60243,0.43125,0.68096,0.86121,0.04435,0.52498,0.078106,0.39794,0.6134,0.1615,0.3046,0.76277,0.20078,0.64473,0.2409,0.93714,0.5929,0.0097298,0.56048,0.65468,0.32267,0.56281,0.12994,0.15156,0.66964,0.19124,0.36285,0.78822,0.0034114,0.62601,0.52739,0.50675,0.0087747,0.36941,0.43748,0.33702,0.84705,0.36672,0.085742,0.94186,0.20135,0.67991,0.44204,0.66229,0.18183,0.62405,0.81991,0.79255,0.61149,0.20912,0.91241,0.81142,0.82994,0.91539
